date,id,name,category,3日前漲跌幅,前日漲跌幅,昨日漲跌幅,距20日最高價,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,昨日A轉跌幅,成交量,前日成交量,昨日成交量,ma5距離,ma10距離,ma20距離,ma60距離
2024-04-02,2324,仁寶,電腦及週邊設備業,0.52,-5.48,0.97,2.1000000000000014,0.27,36.65,36.85,0.82,-1.21,-1.48,27226.74,77618.97,24860.89,-0.35,-0.89,-0.48,-0.17
2024-04-02,2461,光群雷,其他電子業,-1.48,1.72,-2.33,1.6499999999999986,0.0,23.1,23.25,0.65,-0.43,-2.33,953.56,1886.08,1406.89,-0.12,-0.52,-0.01,-0.19
2024-04-02,3607,谷崧,電子零組件業,-2.26,-0.87,0.0,2.6999999999999997,0.0,17.15,17.2,0.29,-0.58,-1.15,542.0,459.78,315.55,-0.1,-0.2,-0.46,-0.49
2024-04-02,3036,文曄,電子通路業,0.0,-1.67,-4.07,29.5,0.71,142.5,142.0,0.35,-1.73,-4.39,9424.66,8799.98,14294.28,-4.2,-10.6,-13.6,-7.06
2024-04-02,2301,光寶科,電腦及週邊設備業,-5.78,-4.72,-0.99,20.5,0.5,100.5,104.0,4.0,-1.42,-2.44,38634.69,66886.13,20586.86,-0.7,-9.1,-9.22,-7.69
2024-04-02,2383,台光電,電子零組件業,-2.89,0.12,-1.24,133.0,0.38,400.0,400.5,0.5,-1.11,-2.45,4776.25,4330.77,6118.17,-3.6,-9.9,-30.45,-29.56
