id,name,category,收盤價,漲跌幅,月增率%,年增率%,累計年增率%,投信持股比例,投信買賣超%,投信買賣超(張),投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資持股比例,外資買賣超(張),外資買賣超%,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,投信5賣N天,投信10賣N天,投信20賣N天,20漲跌幅,60漲跌幅
3703,欣陸,建材營造,21.7,0.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,125.0,0.02,0.07,0.22,0.14,3.0,6.0,,0.0,0.88,69.0,0.01,-0.0,0.1,-0.07,0.0,0.0,0.0,-2.47,-11.07
3704,合勤控,通信網路業,33.45,-1.47,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,250.0,0.06,0.35,1.14,-0.06,3.0,7.0,,0.0,0.4,93.0,0.02,-0.01,0.41,-0.32,0.0,0.0,0.0,-8.36,-14.89
3705,永信,生技醫療業,54.6,-0.36,,,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,-134.0,-0.05,-0.12,-0.22,-0.47,1.0,3.0,,-0.0,0.04,6.0,0.0,0.01,-0.1,-0.16,0.0,0.0,0.0,-6.83,-8.08
3706,神達,電腦及週邊設備業,86.3,-2.71,,,,1.08,-0.17,-2016.0,-0.4,-0.42,-0.61,2.0,5.0,10.0,10.38,1212.0,0.1,0.19,-1.38,0.21,3.0,4.0,,-0.06,1.22,-3075.0,-0.25,-0.49,-1.99,-0.46,3.0,5.0,10.0,-19.35,-19.35
3707,漢磊,半導體業,46.65,0.43,,,,0.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,0.0,0.0,11.84,-78.0,-0.02,2.04,2.73,3.8,3.0,6.0,,-0.0,0.78,-57.0,-0.02,-0.14,-1.7,-3.28,1.0,1.0,1.0,-27.11,-33.26
3708,上緯投控,化學工業,110.0,0.46,,,,0.25,0.17,167.0,0.19,0.19,0.19,2.0,2.0,2.0,6.71,-252.0,-0.26,-0.95,0.4,2.08,1.0,4.0,,-0.01,0.58,-100.0,-0.1,-0.69,1.61,3.64,0.0,0.0,0.0,-14.06,-25.93
3709,鑫聯大投控,電腦及週邊設備業,59.4,-2.14,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,857.0,0.85,3.19,3.25,-2.15,4.0,5.0,,-0.08,0.62,336.0,0.33,5.23,6.01,2.69,0.0,0.0,0.0,-5.26,-5.56
3710,連展投控,電子零組件業,5.97,-9.95,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,-0.11,-0.07,-0.08,2.0,4.0,,0.0,0.0,-124.0,-0.04,-0.76,-0.88,-1.32,0.0,0.0,0.0,-32.08,-40.6
3711,日月光投控,半導體業,209.5,-2.56,,,,7.07,-0.15,-6554.0,-0.5,-0.49,-0.45,0.0,5.0,10.0,77.08,14642.0,0.33,0.96,1.31,2.68,5.0,10.0,,-0.01,1.48,-1168.0,-0.03,-0.15,-0.33,0.01,5.0,5.0,10.0,-15.35,-15.35
3712,永崴投控,電腦及週邊設備業,26.0,-1.14,,,,0.12,-0.0,-3.0,-0.0,-0.45,-0.68,0.0,0.0,0.0,1.5,-251.0,-0.1,0.27,0.34,0.36,3.0,5.0,,0.0,0.37,-244.0,-0.1,-0.32,-0.87,-1.14,1.0,3.0,11.0,-31.76,-34.92
3713,新晶投控,光電業,21.0,-0.94,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.06,0.17,0.17,4.0,6.0,,0.0,0.0,0.0,0.0,0.01,0.02,-0.07,0.0,0.0,0.0,-10.45,-23.91
3714,富采,光電業,31.35,-1.57,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77,216.0,0.03,-0.08,-0.12,-0.39,2.0,5.0,,-0.01,0.6,-218.0,-0.03,-0.13,-0.13,-0.42,0.0,0.0,0.0,-13.87,-22.88
3715,定穎投控,電子零組件業,113.5,-2.58,,,,4.92,0.18,491.0,1.11,2.97,2.9,4.0,6.0,8.0,24.67,-752.0,-0.27,-0.94,10.95,5.59,3.0,6.0,,-0.12,2.04,-1788.0,-0.64,-1.96,12.13,6.18,0.0,0.0,3.0,-13.03,-13.03
4102,永日,生技醫療業,20.8,-1.42,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-0.02,-0.03,-0.03,-0.11,1.0,2.0,,0.0,0.25,0.0,0.0,-0.02,-0.02,-0.03,0.0,0.0,0.0,-9.76,-10.15
4104,佳醫,生技醫療業,81.2,-0.61,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,-90.0,-0.06,-0.18,-0.25,-0.21,2.0,3.0,,-0.0,0.24,-80.0,-0.05,-0.32,-0.45,-0.48,0.0,0.0,0.0,-4.92,-8.14
4105,東洋,生技醫療業,78.3,0.64,,,,0.07,-0.01,-23.0,-0.06,-0.06,-0.06,0.0,0.0,0.0,22.35,204.0,0.08,0.21,0.56,0.72,4.0,8.0,,0.01,0.41,22.0,0.01,-0.16,-0.5,-0.75,5.0,7.0,12.0,-4.28,-4.51
4106,雃博,生技醫療業,21.7,0.23,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,-7.0,-0.01,0.01,0.01,-0.03,3.0,4.0,,-0.0,0.73,-1.0,-0.0,0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,-3.56
4107,邦特,生技醫療業,124.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,19.0,0.03,0.02,0.1,-0.0,2.0,5.0,,-0.02,0.2,-4.0,-0.01,0.01,0.13,0.13,0.0,0.0,0.0,-3.88,-3.88
4108,懷特,生技醫療業,14.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,-5.0,-0.0,-0.03,-0.03,-0.02,1.0,3.0,,0.0,0.02,6.0,0.0,-0.02,-0.03,-0.11,0.0,0.0,0.0,-4.76,-19.08
4109,加捷生醫,生技醫療業,16.1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-76.0,-0.09,0.02,0.28,0.45,4.0,9.0,,0.0,1.0,20.0,0.02,0.16,0.28,0.49,0.0,0.0,0.0,-0.62,-8.0
4111,濟生,生技醫療業,29.35,0.17,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,-8.0,-0.01,-0.1,-0.25,-0.4,2.0,4.0,,0.0,0.16,-9.0,-0.02,-0.28,-0.8,-0.7,0.0,0.0,0.0,-4.55,-13.04
4113,聯上,建材營造,20.75,-1.19,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,16.0,0.01,-0.0,0.08,0.13,3.0,8.0,,0.01,0.01,2.0,0.0,-0.01,-0.01,-0.04,0.0,0.0,0.0,-8.39,-20.35
4114,健喬,生技醫療業,31.55,-0.32,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,124.0,0.03,-0.22,-0.33,-0.53,3.0,5.0,,-0.0,0.01,-47.0,-0.01,-0.41,-0.66,-1.07,0.0,0.0,0.0,-7.88,-13.68
4116,明基醫,生技醫療業,45.05,-2.07,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-7.0,-0.02,-0.02,-0.01,-0.01,1.0,3.0,,0.0,0.36,1.0,0.0,-0.02,-0.05,-0.06,0.0,0.0,0.0,-8.99,-12.86
4119,旭富,生技醫療業,48.55,0.31,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,-24.0,-0.02,-0.07,-0.15,-0.41,2.0,4.0,,-0.0,0.17,4.0,0.0,-0.24,-0.59,-0.75,0.0,0.0,0.0,-18.95,-21.19
4120,友華,生技醫療業,44.95,1.47,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,-1.0,-0.0,-0.06,-0.05,-0.15,0.0,3.0,,-0.0,0.24,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,-9.37,-19.59
4121,優盛,生技醫療業,15.3,-0.65,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,-0.01,-0.08,0.09,-0.02,1.0,5.0,,0.0,2.18,12.0,0.01,0.05,0.16,0.32,0.0,0.0,0.0,-1.92,-1.92
4123,晟德,生技醫療業,35.65,-1.11,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,-13.0,-0.0,0.13,0.04,-0.1,2.0,3.0,,-0.03,0.25,-31.0,-0.0,0.07,0.07,0.14,0.0,0.0,0.0,-5.31,-14.3
4126,太醫,生技醫療業,88.3,-0.11,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,5.0,0.01,0.02,-0.03,-0.12,2.0,2.0,,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,-2.43
4127,天良,生技醫療業,30.6,-1.29,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.03,0.03,-0.08,2.0,4.0,,0.0,1.33,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,-8.66,-13.44
4128,中天,生技醫療業,19.45,1.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,-241.0,-0.04,-0.42,-0.69,-1.1,0.0,0.0,,-0.0,0.02,-127.0,-0.02,-0.44,-0.64,-0.84,0.0,0.0,0.0,-13.17,-24.17
4129,聯合,生技醫療業,113.0,-2.59,,,,0.14,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,15.43,-69.0,-0.07,-0.08,-0.12,-0.05,2.0,5.0,,-0.03,0.45,-80.0,-0.08,-0.32,-0.41,-0.23,0.0,0.0,1.0,-13.74,-13.74
4130,健亞,生技醫療業,22.3,0.45,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,58.0,0.05,-0.21,0.38,0.38,3.0,7.0,,0.0,0.46,19.0,0.02,-0.19,2.12,2.25,0.0,0.0,0.0,-10.8,-10.8
4131,晶宇,生技醫療業,32.45,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,-0.61,-6.89
4133,亞諾法,生技醫療業,22.75,-1.94,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,82.0,0.14,0.13,0.07,0.1,3.0,6.0,,0.0,4.16,-72.0,-0.12,-0.14,-0.21,-0.51,0.0,0.0,0.0,-11.65,-13.5
4137,麗豐-KY,生技醫療業,97.9,0.0,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.52,-10.0,-0.01,-0.45,-0.52,-0.6,0.0,1.0,,0.0,0.69,-17.0,-0.02,-0.32,-0.32,-0.46,0.0,0.0,0.0,-5.41,-13.74
4138,曜亞,生技醫療業,63.3,-0.47,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,2.0,0.01,0.08,0.0,0.0,4.0,5.0,,0.0,0.23,0.0,0.0,-0.03,-0.09,-0.12,0.0,0.0,0.0,-6.64,-17.58
4139,馬光-KY,生技醫療業,21.9,-4.78,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94,-2.0,-0.0,0.0,-0.0,-0.02,3.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.95,-21.65
4142,國光生,生技醫療業,20.3,0.25,,,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,-388.0,-0.09,1.34,1.74,1.07,3.0,6.0,,0.0,1.21,-296.0,-0.07,1.21,1.25,0.14,0.0,0.0,0.0,-5.8,-5.8
4147,中裕,生技醫療業,65.6,-0.91,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,51.0,0.02,-0.0,0.12,-0.1,2.0,6.0,,-0.0,0.35,33.0,0.01,0.01,-0.22,-0.63,0.0,0.0,0.0,-12.53,-19.8
4148,全宇生技-KY,生技醫療業,40.05,-2.55,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,-3.0,-0.0,0.01,0.02,0.02,3.0,4.0,,0.0,0.05,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,-5.32,-5.32
4153,鈺緯,生技醫療業,32.2,-1.38,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,2.0,0.0,-0.02,-0.03,-0.03,1.0,3.0,,0.0,0.06,0.0,0.0,0.0,-0.02,-0.02,0.0,0.0,0.0,-15.71,-20.79
4154,樂威科-KY,生技醫療業,15.75,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-17.54
4155,訊映,生技醫療業,14.8,-0.67,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,6.0,0.0,0.05,0.05,-0.0,3.0,6.0,,0.0,0.43,3.0,0.0,0.03,0.09,-0.06,0.0,0.0,0.0,-3.27,-9.2
4157,太景*-KY,生技醫療業,9.07,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,-109.0,-0.02,-0.03,0.18,0.21,1.0,4.0,,0.0,0.12,-60.0,-0.01,-0.11,-0.02,-0.09,0.0,0.0,0.0,-5.91,-9.75
4160,創源,生技醫療業,50.4,-1.37,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,-1.0,-0.0,-0.06,-0.16,-0.1,3.0,5.0,,-0.0,0.0,-2.0,-0.01,-0.04,-0.04,-0.04,0.0,0.0,0.0,-12.04,-14.86
4161,聿新科,生技醫療業,25.85,-1.71,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,-66.0,-0.12,-0.27,-0.17,-0.27,0.0,4.0,,0.0,0.0,-5.0,-0.01,-0.01,0.01,-0.3,0.0,0.0,0.0,-6.0,-11.77
4162,智擎,生技醫療業,70.5,-3.16,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,63.0,0.04,0.36,0.74,1.21,5.0,8.0,,-0.04,0.18,-32.0,-0.02,0.09,0.17,0.36,0.0,0.0,0.0,-3.16,-3.16
4163,鐿鈦,生技醫療業,98.5,-0.1,,,,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,-0.0,0.0,-0.01,2.0,3.0,,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.43,-8.8
4164,承業醫,生技醫療業,39.05,-0.89,,,,0.0,0.0,0.0,-0.01,-0.34,-0.48,0.0,0.0,0.0,33.75,288.0,0.18,0.5,0.32,1.03,3.0,5.0,,-0.0,0.0,-87.0,-0.05,-0.2,-0.75,-0.99,1.0,2.0,3.0,-13.51,-24.47
4167,松瑞藥,生技醫療業,17.6,-1.95,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61,-6.0,-0.0,0.1,0.4,0.14,3.0,7.0,,-0.0,0.1,-113.0,-0.04,0.02,0.2,0.09,0.0,0.0,0.0,-5.63,-7.85
4168,醣聯,生技醫療業,21.1,0.24,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,31.0,0.03,-0.11,-0.16,-0.66,2.0,5.0,,-0.0,0.07,13.0,0.01,-0.14,-0.24,-0.68,0.0,0.0,0.0,-12.81,-24.78
4171,瑞基,農業科技,19.2,-2.29,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,4.0,0.01,0.04,0.05,0.0,2.0,4.0,,0.0,0.34,-14.0,-0.02,-0.26,-0.38,-0.7,0.0,0.0,0.0,-27.55,-27.55
4173,久裕,生技醫療業,21.45,0.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,-11.0,-0.01,-0.2,-0.7,-0.83,1.0,2.0,,0.0,0.0,-6.0,-0.01,-0.45,-1.03,-1.15,0.0,0.0,0.0,-10.63,-15.38
4174,浩鼎,生技醫療業,31.8,5.82,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,283.0,0.12,0.7,1.13,0.9,4.0,9.0,,-0.0,0.21,-197.0,-0.09,0.03,0.14,-0.19,0.0,0.0,0.0,0.0,-6.06
4175,杏一,生技醫療業,56.5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2.0,0.0,-0.02,-0.02,-0.0,3.0,4.0,,0.0,0.16,0.0,0.0,0.0,-0.02,-0.03,0.0,0.0,0.0,-3.58,-7.98
4183,福永生技,生技醫療業,17.5,2.64,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.91,-10.71
4188,安克,生技醫療業,15.2,-0.33,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,-0.0,-0.06,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,-7.6,-10.32
4190,佐登-KY,生技醫療業,30.85,0.49,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.64,0.0,0.0,-0.02,-0.02,-0.08,1.0,2.0,,0.0,0.17,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,-8.73,-11.35
4192,杏國,生技醫療業,24.85,-0.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,-11.25,-12.19
4198,欣大健康,生技醫療業,36.65,-2.01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.03,-10.39
4205,中華食,食品工業,82.9,-1.07,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,5.0,0.01,0.01,0.01,0.03,1.0,4.0,,0.0,0.0,-11.0,-0.01,-0.03,-0.03,-0.1,0.0,0.0,0.0,-5.69,-7.68
4207,環泰,食品工業,19.3,-0.77,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,38.0,0.02,-0.0,-0.15,-0.22,3.0,4.0,,0.0,0.18,44.0,0.02,0.33,0.39,0.41,0.0,0.0,0.0,-2.03,-2.03
4303,信立,塑膠工業,66.4,-3.35,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,-103.0,-0.15,-0.71,-3.02,-2.77,0.0,1.0,,-0.15,3.15,-275.0,-0.41,-2.22,-5.1,-4.55,0.0,0.0,0.0,-10.87,-20.48
4304,勝昱,塑膠工業,28.9,-5.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-5.0,-0.01,0.08,0.65,1.0,0.0,0.0,0.0,-6.77,-6.77
4305,世坤,塑膠工業,41.5,-1.07,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.49,-3.49
4306,炎洲,塑膠工業,12.95,-0.38,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,-216.0,-0.03,0.12,0.28,0.22,3.0,8.0,,-0.0,0.04,-145.0,-0.02,-0.09,-0.05,-0.31,0.0,0.0,0.0,-6.16,-18.3
4401,東隆興,紡織纖維,17.6,1.73,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,-4.0,-0.0,-0.01,-0.01,0.01,2.0,4.0,,0.0,0.71,8.0,0.01,0.02,0.02,0.05,0.0,0.0,0.0,0.0,-0.85
4402,福大,紡織纖維,16.85,-1.75,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,3.0,0.0,-0.0,-0.01,-0.06,2.0,3.0,,0.0,0.0,-6.0,-0.01,-0.03,-0.03,-0.1,0.0,0.0,0.0,-8.42,-23.93
4406,新昕纖,紡織纖維,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08,,,,,,0.0,0.0,0.0,,
4413,飛寶企業,紡織纖維,19.2,1.05,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,0.0,0.02,0.02,0.02,1.0,1.0,,0.0,0.0,0.0,0.0,-0.01,-0.01,0.02,0.0,0.0,0.0,-2.04,-3.03
4414,如興,紡織纖維,10.8,0.47,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,26.0,0.0,-0.03,-0.03,0.0,2.0,6.0,,0.0,0.17,,,,,,0.0,0.0,0.0,-3.14,-15.95
4416,三圓,建材營造,39.0,-8.24,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,-3.0,-0.0,-0.0,0.1,0.05,1.0,2.0,,0.0,0.05,-2.0,-0.0,0.01,0.01,0.01,0.0,0.0,0.0,-32.06,-36.79
4417,金洲,紡織纖維,54.4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,-58.0,-0.07,0.1,0.06,0.23,3.0,5.0,,0.0,0.52,-34.0,-0.04,-0.1,0.02,-0.03,0.0,0.0,0.0,-4.23,-4.23
4419,元勝,紡織纖維,42.2,-1.75,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.56,-18.06
4420,光明,紡織纖維,49.8,-0.99,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,-3.0,-0.01,-0.05,0.09,0.12,2.0,6.0,,-0.0,0.11,-2.0,-0.0,-0.06,-0.06,-0.22,0.0,0.0,0.0,-2.54,-8.29
4426,利勤,紡織纖維,9.98,-0.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,-18.0,-0.01,0.01,0.05,-0.01,2.0,5.0,,0.0,0.04,0.0,0.0,0.01,0.0,-0.03,0.0,0.0,0.0,-1.67,-10.89
4430,耀億,其他,17.85,-1.38,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.04,-1.0,-0.0,-0.0,-0.0,-0.03,0.0,0.0,0.0,-5.31,-9.62
4432,銘旺實,紡織纖維,16.3,1.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,5.0,0.01,0.04,0.07,0.1,4.0,7.0,,0.0,0.55,12.0,0.02,0.05,-0.14,-0.38,0.0,0.0,0.0,0.0,-8.68
4433,興采,紡織纖維,20.2,-0.74,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-1.0,-0.0,-0.0,-0.01,-0.0,1.0,4.0,,0.0,0.03,-16.0,-0.03,-0.04,-0.04,-0.28,0.0,0.0,0.0,-4.27,-12.17
4438,廣越,紡織纖維,81.6,-1.69,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,-49.0,-0.05,0.16,0.22,0.04,2.0,4.0,,0.0,0.24,13.0,0.01,0.18,0.12,0.73,0.0,0.0,0.0,-2.04,-2.04
4439,冠星-KY,紡織纖維,104.0,6.78,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.89,-12.0,-0.03,-0.04,0.03,0.07,1.0,5.0,,-0.01,0.0,51.0,0.13,0.21,0.21,0.2,0.0,0.0,0.0,0.0,0.0
4440,宜新實業,紡織纖維,17.3,-3.35,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,-5.0,-0.01,-0.01,-0.01,0.16,1.0,4.0,,-0.0,0.04,-8.0,-0.01,-0.12,-0.14,-0.32,0.0,0.0,0.0,-14.14,-22.07
4442,竣邦-KY,紡織纖維,71.5,9.16,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88,327.0,1.19,1.67,1.61,1.71,4.0,5.0,,-0.01,0.0,135.0,0.49,1.06,1.04,1.13,0.0,0.0,0.0,0.0,0.0
4502,健信,電機機械,16.0,0.31,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,3.0,0.01,-0.0,0.06,0.19,1.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,-3.9,-12.33
4503,金雨,電機機械,46.25,-1.18,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,-27.0,-0.04,-0.52,-0.48,-0.13,1.0,3.0,,-0.0,0.13,-5.0,-0.01,-0.39,-0.33,-0.47,0.0,0.0,0.0,-12.24,-21.48
4506,崇友,電機機械,120.5,0.42,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,22.0,0.01,-0.02,-0.04,-0.04,3.0,4.0,,0.0,0.04,-2.0,-0.0,-0.01,-0.01,-0.06,0.0,0.0,0.0,-5.49,-9.06
4510,高鋒,電機機械,35.6,-0.28,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,147.0,0.14,0.44,0.06,0.72,3.0,7.0,,-0.01,2.49,81.0,0.07,0.03,-0.25,-0.4,0.0,0.0,0.0,-14.63,-33.21
4513,福裕,電機機械,16.15,-3.58,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,85.0,0.08,0.06,-0.12,-0.15,3.0,5.0,,0.0,0.02,-26.0,-0.02,-0.11,-0.23,-0.26,0.0,0.0,0.0,-16.75,-30.84
4523,永彰,電機機械,28.0,-1.58,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,7.0,0.01,-0.17,-0.22,-0.1,2.0,4.0,,0.0,0.1,-42.0,-0.07,-0.9,-2.79,-2.59,0.0,0.0,0.0,-29.65,-29.65
4526,東台,電機機械,30.4,1.67,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,255.0,0.1,0.26,0.29,0.97,3.0,5.0,,0.0,0.18,155.0,0.06,-0.12,-0.15,-0.03,0.0,0.0,0.0,-11.5,-23.14
