id,name,category,收盤價,漲跌幅,月增率%,年增率%,累計年增率%,投信持股比例,投信買賣超%,投信買賣超(張),投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資持股比例,外資買賣超(張),外資買賣超%,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,投信5賣N天,投信10賣N天,投信20賣N天,20漲跌幅,60漲跌幅
2548,華固,建材營造,97.0,-0.21,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,-283.0,-0.1,-0.6,-0.92,0.0,0.0,1.0,,-0.02,1.81,-88.0,-0.03,-0.24,-0.42,-0.13,0.0,0.0,0.0,-8.49,-9.77
2596,綠意,建材營造,29.75,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.02,0.04,0.04,2.0,6.0,,0.0,0.01,0.0,0.0,0.02,0.01,-0.01,0.0,0.0,0.0,-1.16,-12.5
2597,潤弘,建材營造,160.5,0.0,,,,0.25,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,5.89,18.0,0.01,-0.01,-0.22,0.06,4.0,4.0,,0.0,0.19,-14.0,-0.01,-0.08,-0.24,-0.25,2.0,4.0,13.0,-8.02,-8.02
2601,益航,貿易百貨,5.53,0.18,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,-36.0,-0.0,-0.04,-0.04,-0.09,2.0,5.0,,-0.0,0.26,-94.0,-0.01,-0.07,-0.13,-0.17,0.0,0.0,0.0,-6.27,-9.64
2603,長榮,航運業,179.5,0.0,,,,15.02,0.02,331.0,-0.04,-0.11,-0.57,2.0,2.0,2.0,16.99,-1773.0,-0.08,-0.7,-1.03,-0.77,0.0,2.0,,-0.0,7.07,-1496.0,-0.07,-0.66,-0.92,-0.99,3.0,8.0,18.0,-8.42,-8.42
2605,新興,航運業,23.25,-0.21,,,,0.03,0.0,0.0,0.03,0.03,0.03,1.0,1.0,1.0,34.21,189.0,0.03,-0.0,0.01,0.16,2.0,5.0,,-0.12,0.76,-178.0,-0.03,-0.07,-0.08,-0.34,0.0,0.0,0.0,-7.37,-9.18
2606,裕民,航運業,54.9,0.55,,,,11.25,0.0,15.0,-0.24,-0.31,-0.53,1.0,1.0,1.0,8.32,1228.0,0.15,0.76,0.64,0.12,5.0,7.0,,-0.02,2.31,1012.0,0.12,0.26,0.2,-0.52,4.0,9.0,19.0,-4.02,-6.95
2607,榮運,航運業,57.0,1.42,,,,2.93,0.0,3.0,0.0,-0.01,-0.04,1.0,1.0,1.0,4.37,69.0,0.01,-0.1,-0.16,-0.12,3.0,4.0,,0.0,0.6,150.0,0.01,0.03,0.04,0.09,4.0,8.0,15.0,-3.72,-3.88
2608,嘉里大榮,航運業,33.35,-0.45,,,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,28.0,0.01,0.01,0.01,-0.01,3.0,6.0,,0.0,0.7,-27.0,-0.01,-0.02,-0.02,-0.01,0.0,0.0,0.0,-3.33,-4.85
2609,陽明,航運業,51.5,-0.19,,,,10.06,-0.26,-9077.0,-0.53,-0.54,-0.61,0.0,0.0,0.0,12.21,6691.0,0.19,0.23,0.03,-0.4,3.0,3.0,,-0.01,2.77,-3590.0,-0.1,-0.4,-0.63,-1.05,5.0,10.0,20.0,-14.17,-14.17
2610,華航,航運業,19.05,0.53,,,,7.05,0.11,6577.0,0.26,0.22,0.18,3.0,4.0,9.0,15.36,-11170.0,-0.18,-0.9,-1.5,-2.97,0.0,0.0,,0.0,0.09,-3542.0,-0.06,-0.61,-1.08,-2.43,2.0,6.0,11.0,-9.07,-12.61
2611,志信,航運業,14.6,-2.67,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,-177.0,-0.09,0.13,0.24,0.03,3.0,6.0,,0.0,0.94,-135.0,-0.07,-0.01,0.06,-0.18,0.0,0.0,0.0,-5.81,-10.43
2612,中航,航運業,51.2,0.0,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,-525.0,-0.27,-0.74,-2.06,-2.03,1.0,2.0,,-0.0,0.23,-352.0,-0.18,-0.5,-1.44,-1.84,0.0,0.0,0.0,-15.79,-15.79
2613,中櫃,航運業,23.5,-0.84,,,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,8.0,0.01,-0.28,-0.27,-1.01,2.0,3.0,,0.0,0.58,-68.0,-0.05,-0.34,-0.33,-0.83,0.0,0.0,0.0,-10.98,-15.47
2614,東森,其他,21.45,-2.05,,,,0.35,-0.0,-3.0,-0.0,-0.0,0.21,0.0,0.0,4.0,5.13,268.0,0.09,0.4,0.63,0.24,3.0,6.0,,0.0,1.62,69.0,0.02,0.23,0.33,0.17,2.0,2.0,5.0,-3.6,-5.3
2615,萬海,航運業,82.5,-0.96,,,,4.55,-0.66,-18637.0,-1.75,-1.75,-2.25,0.0,1.0,1.0,40.21,9866.0,0.35,1.73,1.97,1.89,5.0,10.0,,0.03,0.85,-5505.0,-0.2,0.09,-0.1,-0.3,5.0,9.0,18.0,-5.61,-5.61
2616,山隆,油電燃氣業,13.65,-0.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,-6.0,-0.0,-0.04,-0.04,-0.07,2.0,5.0,,0.0,0.03,-20.0,-0.01,-0.08,-0.13,-0.15,0.0,0.0,0.0,-4.88,-8.39
2617,台航,航運業,28.8,-2.04,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91,-307.0,-0.07,-0.01,0.3,1.33,1.0,4.0,,0.0,0.67,-152.0,-0.04,0.03,0.17,0.54,0.0,0.0,0.0,-5.88,-5.88
2618,長榮航,航運業,33.55,1.21,,,,17.79,0.15,8342.0,0.15,0.09,-0.18,2.0,3.0,4.0,21.49,-15291.0,-0.28,-2.21,-2.34,-3.59,0.0,3.0,,0.01,2.57,-4518.0,-0.08,-1.7,-1.9,-3.24,3.0,7.0,16.0,-11.94,-15.38
2630,亞航,航運業,46.9,-0.95,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,226.0,0.11,0.63,1.13,-1.14,4.0,7.0,,-0.03,0.25,77.0,0.04,0.23,0.26,-1.49,0.0,0.0,0.0,-14.1,-35.49
2633,台灣高鐵,航運業,27.8,-0.36,,,,0.44,0.01,290.0,0.02,0.02,0.02,2.0,3.0,6.0,23.5,-727.0,-0.03,0.0,0.9,0.83,3.0,8.0,,-0.0,0.68,-154.0,-0.01,0.04,0.61,0.74,2.0,5.0,7.0,-3.14,-3.14
2634,漢翔,航運業,47.35,-0.32,,,,0.32,0.0,0.0,0.0,0.0,-0.04,0.0,1.0,1.0,4.31,899.0,0.1,0.51,0.91,0.57,4.0,8.0,,-0.05,0.28,300.0,0.03,0.2,0.27,-0.14,0.0,0.0,1.0,-15.45,-29.54
2636,台驊投控,航運業,65.2,-0.46,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,-13.0,-0.01,-0.27,-0.67,-0.73,2.0,5.0,,-0.01,1.71,3.0,0.0,-0.21,-0.56,-0.54,0.0,0.0,0.0,-7.65,-9.94
2637,慧洋-KY,航運業,63.3,-0.47,,,,10.19,-0.0,-6.0,-0.21,-0.17,-0.39,0.0,2.0,3.0,9.56,-61.0,-0.01,0.78,1.04,1.58,4.0,7.0,,-0.01,0.76,90.0,0.01,0.43,0.57,0.55,5.0,8.0,17.0,-3.21,-4.95
2640,大車隊,其他,127.5,0.0,,,,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,1.0,0.0,-0.01,-0.0,0.07,2.0,3.0,,0.0,0.02,0.0,0.0,-0.05,-0.05,-0.02,0.0,0.0,0.0,-3.77,-3.77
2641,正德,航運業,19.25,-0.52,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,-918.0,-0.31,-2.58,-5.19,-3.35,0.0,1.0,,-0.0,0.97,-453.0,-0.15,-2.32,-4.93,-3.7,0.0,0.0,0.0,-11.9,-14.82
2642,宅配通,航運業,26.8,-0.74,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,6.0,0.01,-0.01,-0.01,-0.09,3.0,5.0,,0.0,2.02,-1.0,-0.0,-0.12,-0.2,-0.28,0.0,0.0,0.0,-15.32,-16.25
2643,捷迅,航運業,70.6,-0.14,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,-2.0,-0.01,0.1,0.14,-0.0,3.0,5.0,,0.01,0.06,1.0,0.0,-0.11,0.03,-0.04,0.0,0.0,0.0,-5.23,-5.23
2645,長榮航太,航運業,137.5,1.48,,,,1.1,0.0,0.0,-0.03,0.04,0.28,0.0,1.0,5.0,11.81,11.0,0.0,0.37,0.29,-0.69,5.0,9.0,,0.0,0.07,139.0,0.04,0.16,-0.03,-0.85,1.0,1.0,2.0,-12.14,-32.1
2701,萬企,觀光事業,11.05,-0.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.0,0.0,0.01,0.01,-0.0,3.0,5.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,-3.07
2702,華園,觀光事業,11.4,-0.87,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34,2.0,0.0,0.0,0.01,-0.01,5.0,7.0,,0.0,0.03,-3.0,-0.0,-0.01,-0.02,-0.05,0.0,0.0,0.0,-4.2,-10.59
2704,國賓,觀光事業,41.9,0.36,,,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,-20.0,-0.01,-0.1,-0.13,-0.14,0.0,1.0,,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.57,-8.62
2705,六福,觀光事業,16.65,-0.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,-38.0,-0.02,-0.06,-0.08,-0.13,2.0,3.0,,-0.0,0.11,-2.0,-0.0,-0.0,0.02,0.04,0.0,0.0,0.0,-1.77,-4.58
2706,第一店,觀光事業,13.0,0.39,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,6.0,0.0,0.0,0.03,0.0,3.0,7.0,,0.0,0.05,-1.0,-0.0,-0.01,-0.01,-0.03,0.0,0.0,0.0,-1.52,-6.14
2707,晶華,觀光事業,189.5,0.26,,,,0.12,0.0,0.0,0.0,-0.1,-0.27,0.0,1.0,1.0,7.9,-33.0,-0.03,-0.11,0.07,0.05,1.0,6.0,,0.01,0.94,-16.0,-0.01,-0.11,-0.1,-0.17,1.0,3.0,10.0,-2.07,-6.88
2712,遠雄來,觀光事業,19.25,0.52,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,-0.01,3.0,4.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,-9.62
2718,晶悅,觀光事業,55.4,-1.77,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,-0.06,-0.13,0.06,-0.07,1.0,5.0,,-0.0,0.03,-21.0,-0.02,-0.13,-0.01,-0.06,0.0,0.0,0.0,-9.92,-9.92
2719,燦星旅,觀光事業,31.75,-0.78,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2.0,0.0,0.05,-0.03,0.01,5.0,7.0,,0.0,0.0,0.0,0.0,-0.02,-0.13,-0.0,0.0,0.0,0.0,-17.43,-17.43
2722,夏都,觀光事業,27.55,-1.61,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,2.0,0.0,0.01,0.01,-0.06,3.0,5.0,,0.0,1.67,-6.0,-0.01,-0.02,-0.09,-0.01,0.0,0.0,0.0,-8.32,-10.55
2723,美食-KY,觀光事業,60.2,0.0,,,,0.13,0.0,0.0,0.0,0.01,0.02,0.0,2.0,4.0,46.78,-18.0,-0.01,-0.16,-0.35,-0.61,2.0,3.0,,-0.0,0.29,-56.0,-0.03,-0.37,-0.54,-0.77,0.0,0.0,0.0,-16.85,-26.41
2724,富驛-KY,觀光事業,18.5,-1.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-11.9
2726,雅茗-KY,觀光事業,15.45,-0.64,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.65,-1.0,-0.0,0.03,0.04,0.01,3.0,5.0,,0.0,0.01,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,-7.49,-14.88
2727,王品,觀光事業,213.5,0.47,,,,0.0,-0.0,-1.0,-0.0,-0.21,-0.89,0.0,0.0,0.0,22.06,-29.0,-0.03,-0.67,-1.18,-3.03,1.0,2.0,,0.0,1.92,-10.0,-0.01,-0.39,-1.0,-3.18,2.0,6.0,15.0,-4.26,-8.57
2729,瓦城,觀光事業,176.5,0.28,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.0,0.0,-0.04,-0.01,-0.02,2.0,4.0,,0.0,0.0,-1.0,-0.0,-0.05,-0.05,-0.06,0.0,0.0,0.0,-4.08,-8.31
2731,雄獅,觀光事業,179.5,1.7,,,,0.32,0.03,24.0,0.33,0.33,0.31,4.0,4.0,4.0,28.47,231.0,0.25,1.92,4.68,4.09,4.0,7.0,,0.02,0.36,217.0,0.23,1.65,4.06,2.71,0.0,0.0,2.0,-1.64,-1.64
2732,六角,觀光事業,68.4,-2.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,-11.0,-0.02,-0.09,-0.08,-0.12,1.0,4.0,,0.0,0.21,-8.0,-0.02,-0.06,-0.06,-0.05,0.0,0.0,0.0,-8.56,-13.53
2734,易飛網,觀光事業,19.0,1.06,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,-32.0,-0.08,-0.24,-0.4,-0.37,1.0,2.0,,-0.0,0.0,-14.0,-0.03,-0.37,-0.06,-0.59,0.0,0.0,0.0,-8.65,-8.65
2736,富野,觀光事業,15.1,-1.95,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,-7.0,-0.01,-0.02,0.13,0.08,1.0,5.0,,0.0,0.17,-14.0,-0.03,-0.04,-0.1,-0.25,0.0,0.0,0.0,-9.58,-9.58
2739,寒舍,觀光事業,35.0,-1.69,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,-15.0,-0.02,-0.15,-0.23,-0.45,1.0,3.0,,0.0,0.07,-1.0,-0.0,-0.04,-0.08,-0.22,0.0,0.0,0.0,-7.89,-10.14
2740,天蔥,觀光事業,22.9,1.33,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,-5.95,-20.49
2743,山富,觀光事業,83.5,-3.24,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,-48.0,-0.13,-0.78,-0.84,-3.22,2.0,4.0,,-0.03,4.12,-60.0,-0.17,-0.83,-0.71,-3.25,0.0,0.0,0.0,-10.41,-27.71
2745,五福,觀光事業,113.0,-1.31,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,36.0,0.11,-0.09,1.55,0.38,4.0,7.0,,-0.15,0.87,11.0,0.03,0.32,0.21,-1.88,0.0,0.0,0.0,-4.24,-9.6
2748,雲品,觀光事業,43.25,-1.48,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-145.0,-0.14,-0.08,-0.23,-0.26,3.0,5.0,,-0.0,0.22,-37.0,-0.03,0.01,-0.1,-0.12,0.0,0.0,0.0,-3.89,-8.95
2752,豆府,觀光事業,220.5,2.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.04,0.05,0.05,3.0,4.0,,0.0,0.0,15.0,0.06,0.18,0.18,0.16,0.0,0.0,0.0,0.0,0.0
2753,八方雲集,觀光事業,193.5,-0.77,,,,0.2,-0.0,-1.0,-0.0,-0.0,0.12,0.0,0.0,3.0,13.8,-61.0,-0.09,-0.76,0.86,1.23,0.0,5.0,,-0.02,0.43,-35.0,-0.05,-1.03,0.28,0.83,1.0,1.0,2.0,-10.83,-10.83
2754,亞洲藏壽司,觀光事業,85.1,0.35,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.77,-11.0,-0.02,-0.06,-0.09,0.03,0.0,0.0,,0.0,0.33,-1.0,-0.0,-0.0,-0.0,-0.1,0.0,0.0,0.0,-6.69,-15.32
2755,揚秦,觀光事業,120.5,-0.82,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,-20.0,-0.07,-0.0,-0.2,-0.15,3.0,4.0,,0.02,0.17,2.0,0.01,0.18,0.22,-0.15,0.0,0.0,0.0,-4.37,-28.7
2756,聯發國際,觀光事業,89.4,1.48,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,-7.0,-0.03,-0.36,-0.39,-0.33,0.0,1.0,,0.0,0.0,0.0,0.0,-0.09,-0.14,-0.38,0.0,0.0,0.0,-12.35,-15.66
2762,世界健身-KY,運動休閒,78.1,1.96,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71,12.0,0.01,0.01,0.02,-0.01,1.0,2.0,,0.0,0.03,-1.0,-0.0,-0.02,-0.03,-0.07,0.0,0.0,0.0,-6.69,-8.55
2801,彰銀,金融保險業,19.8,-0.5,,,,1.46,0.09,9867.0,0.17,0.16,0.07,3.0,4.0,5.0,19.94,-19263.0,-0.18,-0.48,-0.21,-0.17,1.0,5.0,,-0.02,0.11,-7856.0,-0.07,-0.18,-0.07,-0.2,1.0,4.0,13.0,-3.41,-3.65
2809,京城銀,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,台中銀,金融保險業,21.0,-0.24,,,,0.16,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,1.0,11.98,-367.0,-0.01,-0.1,-0.14,-0.25,2.0,5.0,,-0.0,0.12,-861.0,-0.02,-0.1,-0.12,-0.53,2.0,4.0,10.0,-4.98,-9.29
2816,旺旺保,金融保險業,28.85,2.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,41.0,0.02,0.07,0.14,0.23,5.0,10.0,,0.0,0.18,39.0,0.02,0.03,0.0,-0.03,0.0,0.0,0.0,0.0,0.0
2820,華票,金融保險業,16.5,1.23,,,,0.04,0.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,8.78,-230.0,-0.02,-0.09,-0.1,-0.06,1.0,3.0,,-0.0,0.95,183.0,0.01,-0.03,-0.03,0.0,1.0,3.0,5.0,-1.79,-3.51
2832,台產,金融保險業,49.6,-0.7,,,,0.22,-0.0,-2.0,-0.0,-0.0,0.1,0.0,0.0,2.0,3.28,9.0,0.0,0.07,0.28,0.19,3.0,7.0,,0.0,1.0,-6.0,-0.0,0.08,0.13,0.1,2.0,2.0,2.0,-1.78,-1.78
2834,臺企銀,金融保險業,15.35,-0.32,,,,0.27,-0.0,-92.0,-0.0,-0.0,-0.03,0.0,1.0,2.0,22.72,-2548.0,-0.03,-0.02,0.38,0.43,3.0,8.0,,-0.0,0.26,-1827.0,-0.02,-0.0,0.32,0.44,3.0,5.0,11.0,-2.54,-3.15
2836,高雄銀,金融保險業,11.85,-0.84,,,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,12.0,0.0,-0.01,0.05,0.09,3.0,7.0,,-0.0,0.1,-296.0,-0.02,-0.04,-0.04,0.01,0.0,0.0,0.0,-4.44,-4.44
2838,聯邦銀,金融保險業,18.6,0.0,,,,0.41,-0.0,-46.0,-0.0,-0.0,0.21,0.0,1.0,5.0,4.56,-35.0,-0.0,-0.01,-0.0,-0.17,2.0,5.0,,-0.0,0.22,-15.0,-0.0,-0.01,-0.01,0.0,3.0,3.0,6.0,-8.15,-8.15
2845,遠東銀,金融保險業,12.45,0.0,,,,0.23,-0.0,-48.0,-0.0,-0.0,-0.02,0.0,1.0,1.0,11.68,-1367.0,-0.03,-0.05,0.08,0.47,3.0,8.0,,-0.0,0.08,-284.0,-0.01,-0.02,0.05,0.29,2.0,4.0,9.0,-3.49,-10.75
2849,安泰銀,金融保險業,13.05,0.77,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.65,24.0,0.0,0.0,0.0,-0.01,3.0,6.0,,0.0,0.28,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.51,-2.25
2850,新產,金融保險業,115.0,0.44,,,,2.86,0.0,1.0,-0.02,-0.02,-0.11,1.0,2.0,2.0,10.13,-16.0,-0.01,0.05,-0.12,-0.24,2.0,4.0,,0.0,1.37,-8.0,-0.0,0.0,-0.16,-0.31,3.0,3.0,12.0,-2.13,-4.56
2851,中再保,金融保險業,25.65,-0.58,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,-193.0,-0.02,0.44,1.1,1.11,4.0,8.0,,-0.0,0.0,-90.0,-0.01,0.19,0.54,0.75,0.0,0.0,0.0,-3.21,-3.21
2852,第一保,金融保險業,27.05,0.0,,,,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,93.0,0.03,0.02,0.31,0.17,3.0,7.0,,0.0,0.14,42.0,0.01,0.08,0.19,0.16,2.0,6.0,15.0,-2.17,-2.17
2855,統一證,金融保險業,23.8,-0.21,,,,0.43,0.02,251.0,0.04,0.04,0.19,2.0,3.0,8.0,11.38,40.0,0.0,-0.04,0.41,0.31,3.0,7.0,,0.0,0.02,6.0,0.0,-0.01,0.15,0.12,3.0,5.0,8.0,-4.42,-4.61
2867,三商壽,金融保險業,7.16,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,2496.0,0.05,0.63,2.35,2.69,5.0,10.0,,0.04,0.57,2592.0,0.05,0.41,1.35,1.38,0.0,0.0,0.0,-3.11,-3.11
2880,華南金,金融保險業,28.35,-0.7,,,,6.12,0.0,630.0,0.0,0.0,-0.01,4.0,8.0,11.0,17.85,-4635.0,-0.03,-0.13,-0.14,0.03,0.0,3.0,,0.02,1.56,-1175.0,-0.01,-0.02,-0.0,0.06,1.0,2.0,9.0,-5.03,-5.03
2881,富邦金,金融保險業,88.1,-1.56,,,,8.63,0.2,25411.0,0.48,0.45,0.46,4.0,6.0,11.0,17.79,-39700.0,-0.31,-0.4,-0.32,-0.1,1.0,4.0,,0.0,0.6,-9845.0,-0.08,0.07,0.12,0.25,1.0,4.0,9.0,-6.28,-6.28
2882,國泰金,金融保險業,64.2,-0.93,,,,12.97,-0.04,-5239.0,-0.22,-0.25,-0.28,0.0,2.0,6.0,17.96,3535.0,0.02,0.29,0.31,0.23,5.0,9.0,,0.0,0.5,-795.0,-0.01,0.04,0.06,-0.1,5.0,8.0,14.0,-2.73,-3.31
2883,開發金,金融保險業,15.3,-1.29,,,,6.55,0.0,775.0,-0.01,0.03,0.11,4.0,7.0,13.0,24.86,-22694.0,-0.13,-0.14,0.04,0.42,2.0,6.0,,0.02,1.19,-14444.0,-0.09,-0.08,0.07,0.51,1.0,3.0,7.0,-5.26,-5.26
2884,玉山金,金融保險業,30.0,0.33,,,,3.96,0.0,607.0,-0.02,0.0,-0.07,3.0,6.0,7.0,33.76,1807.0,0.01,0.05,-0.42,-1.68,3.0,5.0,,0.0,0.35,333.0,0.0,-0.0,-0.44,-2.61,2.0,4.0,12.0,-8.12,-12.54
2885,元大金,金融保險業,34.9,-0.85,,,,10.99,0.03,4396.0,-0.0,-0.01,-0.06,2.0,2.0,5.0,26.29,-155.0,-0.0,0.02,0.19,0.46,2.0,6.0,,0.01,1.99,645.0,0.01,0.03,0.1,0.29,3.0,8.0,15.0,-1.97,-1.97
2886,兆豐金,金融保險業,38.95,-1.14,,,,6.81,-0.05,-7131.0,-0.13,-0.12,-0.17,1.0,5.0,6.0,21.75,-5851.0,-0.04,-0.11,-0.14,0.34,1.0,2.0,,0.01,2.45,-7486.0,-0.05,-0.14,-0.18,-0.34,4.0,5.0,14.0,-6.71,-8.35
2887,台新金,金融保險業,18.4,-0.54,,,,12.34,0.04,5198.0,0.15,0.24,0.34,5.0,9.0,15.0,46.04,-14498.0,-0.12,-0.69,-1.07,-1.19,0.0,1.0,,-0.01,1.02,-3031.0,-0.02,-0.27,-0.36,-0.05,0.0,1.0,5.0,-6.84,-7.07
2888,新光金,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,國票金,金融保險業,15.65,-1.26,,,,0.12,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,9.88,-2400.0,-0.07,-0.11,-0.12,0.11,2.0,4.0,,0.0,0.74,214.0,0.01,0.14,0.33,0.64,4.0,8.0,12.0,-2.8,-2.8
2890,永豐金,金融保險業,26.45,0.19,,,,7.66,0.06,8032.0,0.13,0.15,0.14,4.0,9.0,13.0,31.38,-4101.0,-0.03,-0.08,0.28,0.6,2.0,7.0,,0.01,1.68,1633.0,0.01,0.08,0.24,0.43,1.0,1.0,7.0,-1.86,-1.86
2891,中信金,金融保險業,42.9,0.7,,,,17.49,-0.05,-8900.0,-0.22,-0.28,-0.4,0.0,2.0,5.0,32.53,16867.0,0.09,0.17,0.39,0.32,3.0,7.0,,0.01,1.54,6912.0,0.04,0.03,0.18,0.06,5.0,8.0,15.0,-1.04,-1.72
2892,第一金,金融保險業,27.85,0.0,,,,5.91,-0.01,-743.0,-0.06,-0.06,-0.1,0.0,2.0,4.0,25.38,-435.0,-0.0,-0.13,-0.22,-0.38,0.0,0.0,,0.01,0.47,-1259.0,-0.01,-0.15,-0.19,-0.29,5.0,8.0,16.0,-4.62,-7.17
2897,王道銀行,金融保險業,8.98,-0.33,,,,0.08,-0.0,-69.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,5.67,-1657.0,-0.06,-0.19,-0.07,0.02,0.0,4.0,,-0.0,0.3,-391.0,-0.01,-0.04,0.04,0.11,5.0,8.0,14.0,-1.86,-1.86
2901,欣欣,貿易百貨,24.8,1.22,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,-0.01,2.0,2.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,-5.34
2903,遠百,貿易百貨,23.25,1.09,,,,0.38,0.02,234.0,0.04,0.04,0.21,2.0,2.0,9.0,10.96,2123.0,0.15,1.0,1.24,1.13,5.0,9.0,,-0.02,0.27,615.0,0.04,0.49,0.52,0.42,2.0,4.0,5.0,-0.64,-0.64
2904,匯僑,其他,17.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.0,0.0,0.0,-0.02,-0.05,2.0,4.0,,0.0,0.03,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,-1.73,-3.41
