id,name,category,月增率%,年增率%,累計年增率%,5日漲跌幅,收盤價,漲跌幅,A轉跌幅,成交量,3日前漲跌幅,前日漲跌幅,昨日漲跌幅,距20日最高價,開盤位置,開盤價,昨日A轉跌幅,前日成交量,昨日成交量,ma5距離,ma10距離,ma20距離,ma60距離
1101,台泥,水泥工業,,,,6.01,26.2,4.8,-0.95,80518.85,0.0,0.2,0.0,,0.0,25.0,-1.19,38299.48,36085.55,0.98,1.56,2.46,3.6
1102,亞泥,水泥工業,,,,-1.46,36.8,0.0,-0.67,10104.56,-1.99,-0.27,0.14,,-0.54,36.6,-0.41,7642.46,4668.16,-0.16,-0.23,-0.13,-0.44
1103,嘉泥,水泥工業,,,,1.79,14.1,-0.35,-0.7,364.69,0.72,0.71,0.0,,-1.77,13.9,0.0,339.58,212.6,0.02,0.1,0.1,0.39
1104,環泥,水泥工業,,,,-0.33,30.25,0.0,-0.82,367.66,-0.16,-0.16,-0.82,,-0.5,30.1,-1.14,339.79,426.55,-0.18,0.06,0.12,-0.53
1108,幸福,水泥工業,,,,1.33,15.15,0.33,-0.33,294.55,0.33,0.33,0.0,,0.0,15.1,-0.33,185.8,155.99,0.07,0.15,0.19,0.19
1109,信大,水泥工業,,,,0.97,15.55,0.0,-0.32,162.87,0.0,0.0,0.65,,-0.32,15.5,0.0,91.37,156.12,0.06,0.09,0.06,0.01
1110,東泥,水泥工業,,,,0.6,16.55,0.3,-0.6,346.5,-1.51,0.92,0.3,,-0.91,16.35,0.0,323.16,760.45,0.08,0.12,0.1,0.0
1201,味全,食品工業,,,,1.74,14.6,1.04,0.0,742.49,0.7,0.35,-0.34,,-0.35,14.4,-0.34,160.74,280.06,0.13,0.14,0.06,-0.23
1203,味王,食品工業,,,,-0.13,39.5,-0.25,-0.25,13.24,-0.13,0.76,-0.75,,-1.01,39.2,-0.75,5.56,9.63,-0.15,-0.13,-0.18,-0.16
1210,大成,食品工業,,,,2.51,52.3,0.19,-1.32,2078.43,0.19,1.16,-0.38,,-0.38,52.0,-0.57,971.52,1185.52,0.22,0.53,0.87,0.21
1213,大飲,食品工業,,,,0.0,9.99,-0.1,-0.1,11.18,-1.0,5.56,-4.31,,0.0,10.0,-0.99,11.3,18.04,-0.08,-0.05,-0.32,-0.48
1215,卜蜂,食品工業,,,,2.31,150.5,-3.22,-2.9,948.82,-1.98,0.0,4.71,,-0.96,154.0,-1.58,926.84,2811.8,-0.4,5.17,11.18,11.3
1216,統一,食品工業,,,,-0.92,74.7,-0.93,-0.93,10023.52,-0.79,0.66,-0.79,,0.0,75.4,-0.53,7694.66,14556.78,-0.84,-0.8,-2.18,-1.85
1217,愛之味,食品工業,,,,2.39,10.6,0.0,-0.93,927.89,0.96,0.95,-0.47,,0.0,10.6,-0.93,846.21,558.63,0.03,0.09,0.09,0.2
1218,泰山,食品工業,,,,1.64,18.5,0.82,-0.54,1021.18,0.27,0.27,-0.27,,-0.27,18.3,-0.54,516.57,462.26,0.12,0.19,0.27,0.26
1219,福壽,食品工業,,,,0.37,13.5,-0.37,-0.74,306.41,0.37,0.74,-1.09,,-0.74,13.45,-1.09,347.98,411.21,-0.08,0.0,0.02,-0.11
1220,台榮,食品工業,,,,4.8,13.05,3.98,-0.38,1558.25,0.4,0.0,0.0,,-0.8,12.45,0.0,172.6,173.48,0.41,0.45,0.49,0.4
1225,福懋油,食品工業,,,,1.6,28.3,-0.88,-1.22,292.38,0.53,1.06,-0.35,,0.18,28.6,-1.38,105.82,182.03,-0.11,0.02,-0.41,-1.57
1227,佳格,食品工業,,,,0.51,29.45,-0.17,-0.67,1056.47,0.51,-0.17,-0.34,,0.0,29.5,-0.67,601.48,1028.22,-0.09,-0.16,-0.59,-1.16
1229,聯華,食品工業,,,,1.4,46.7,-0.11,-0.95,1813.91,1.61,-0.63,-0.43,,-0.53,46.5,-0.95,1084.38,1483.39,-0.13,0.07,-0.49,-0.87
1231,聯華食,食品工業,,,,0.74,94.2,-0.74,-0.84,342.75,0.64,0.84,-0.84,,0.0,94.9,-1.56,203.87,380.68,-0.6,-0.51,-2.08,-5.84
1232,大統益,食品工業,,,,0.34,146.0,-0.34,-0.34,51.06,0.34,-0.34,0.34,,-0.34,146.0,0.0,45.52,37.59,-0.2,0.56,1.0,1.11
1233,天仁,食品工業,,,,0.47,32.35,0.0,0.0,17.07,0.31,0.0,0.15,,0.0,32.35,0.0,15.0,13.23,0.05,0.14,0.26,0.78
1234,黑松,食品工業,,,,0.81,37.2,-0.67,-0.8,129.63,0.4,0.4,-0.13,,0.0,37.45,-0.4,82.69,126.96,-0.14,-0.16,-0.4,-0.4
1235,興泰,食品工業,,,,-0.44,43.5,-2.79,-2.9,41.31,0.67,0.22,-1.43,,0.0,44.75,0.0,11.0,14.78,-1.29,-1.46,-2.19,-4.66
1236,宏亞,食品工業,,,,-1.4,24.55,-0.61,-0.41,62.85,-0.6,-0.6,0.0,,-0.61,24.55,0.0,77.75,71.62,-0.21,-0.51,-0.9,-0.78
1256,鮮活果汁-KY,食品工業,,,,2.75,157.0,-4.85,-6.55,108.79,2.45,-0.3,-1.2,,1.82,168.0,-2.94,37.35,57.62,-7.0,-3.11,6.5,12.08
1301,台塑,塑膠工業,,,,9.33,43.7,1.63,-0.57,34318.61,2.11,3.78,0.94,,0.0,43.0,-0.92,57892.47,42821.74,1.59,1.99,3.22,3.33
1303,南亞,塑膠工業,,,,30.39,79.4,7.59,-2.1,362661.42,1.93,9.94,5.88,,2.3,75.5,0.0,226595.28,370162.87,9.7,11.98,16.7,23.56
1304,台聚,塑膠工業,,,,3.91,11.85,2.16,-0.84,5985.17,0.43,3.03,-2.52,,-0.86,11.5,-3.33,10626.42,5242.2,0.17,0.37,0.58,0.81
1305,華夏,塑膠工業,,,,10.92,12.35,3.78,-2.76,6834.86,1.31,6.47,-3.64,,0.84,12.0,-4.42,8438.46,4044.89,0.42,0.67,1.01,1.09
1307,三芳,塑膠工業,,,,5.94,32.8,2.66,-0.61,1005.99,3.21,0.0,-0.62,,0.0,31.95,-1.39,524.93,559.24,0.76,0.86,0.5,0.32
1308,亞聚,塑膠工業,,,,4.81,14.0,1.45,-1.06,1920.23,1.85,2.18,-1.78,,0.0,13.8,-2.47,3579.44,1996.51,0.18,0.41,0.58,0.82
1309,台達化,塑膠工業,,,,3.81,12.05,1.26,-1.63,1135.1,0.42,2.53,-2.06,,0.42,11.95,-3.25,2624.45,1429.77,0.1,0.3,0.58,0.77
1310,台苯,塑膠工業,,,,2.62,8.96,1.59,-0.67,2846.65,1.59,3.02,-4.13,,0.0,8.82,-4.03,5235.77,6903.04,0.02,0.09,0.23,0.19
1312,國喬,塑膠工業,,,,6.51,13.55,0.37,-2.52,10057.44,-1.53,7.0,-1.82,,0.0,13.5,-3.23,34712.32,14965.21,0.21,0.68,1.43,2.27
1313,聯成,塑膠工業,,,,4.31,10.75,2.38,-1.38,3979.65,0.48,2.86,-2.78,,-0.95,10.4,-3.23,6276.85,3322.86,0.15,0.32,0.44,0.41
1314,中石化,塑膠工業,,,,3.97,8.33,2.46,-0.72,30867.72,0.87,1.6,-1.69,,-0.12,8.12,-1.81,28872.26,18965.38,0.14,0.22,0.35,0.25
1315,達新,塑膠工業,,,,1.72,64.7,-0.46,-0.46,87.27,-0.16,0.16,1.72,,-0.15,64.9,-0.76,82.07,60.52,0.44,0.58,0.54,0.27
1316,上曜,建材營造,,,,0.34,14.45,1.4,-1.03,4270.82,2.41,-1.34,-3.06,,0.0,14.25,-3.06,2772.93,5339.08,-0.12,-0.17,-0.69,-0.73
1319,東陽,汽車工業,,,,19.12,110.0,-1.79,-3.51,7758.64,3.03,6.49,6.67,,0.0,112.0,-0.44,11478.79,15936.9,5.74,10.01,11.84,13.07
1321,大洋,塑膠工業,,,,-1.3,33.3,-2.63,-2.49,568.71,0.0,-1.16,0.0,,-1.02,33.85,-0.44,280.27,110.6,-0.88,-1.21,-1.47,-2.15
1323,永裕,塑膠工業,,,,-1.05,18.7,-0.8,-0.53,94.81,-0.26,-0.26,-0.26,,-0.53,18.75,-0.26,45.05,49.91,-0.18,-0.38,-0.61,-0.82
1324,地球,塑膠工業,,,,1.36,11.2,0.45,0.0,69.75,1.36,0.89,-1.33,,0.0,11.15,-1.33,53.8,54.8,0.02,-0.03,0.33,0.41
1325,恆大,塑膠工業,,,,-0.17,29.05,-2.35,-2.68,836.69,0.0,-0.17,-0.34,,0.34,29.85,-1.33,511.37,282.52,-0.64,-1.02,-1.19,-1.89
1326,台化,塑膠工業,,,,13.55,34.9,1.16,-0.85,24330.41,2.9,7.99,0.15,,0.14,34.55,-2.4,54359.22,31740.16,1.55,1.99,2.47,2.9
1337,再生-KY,塑膠工業,,,,1.24,4.89,2.3,0.0,394.52,0.62,0.21,-1.85,,0.21,4.79,-2.65,123.69,630.86,0.04,0.04,0.05,-0.05
1338,廣華-KY,汽車工業,,,,5.74,21.2,0.71,0.0,150.55,0.25,2.99,1.69,,-0.24,21.0,-2.09,224.73,388.64,0.58,0.81,0.74,0.55
1339,昭輝,汽車工業,,,,13.99,45.9,-1.29,-2.03,209.5,1.22,3.97,7.51,,0.11,46.55,-2.21,105.17,394.16,2.23,2.99,2.39,1.58
1340,勝悅-KY,塑膠工業,,,,6.82,7.0,3.86,-0.71,290.31,1.82,-0.3,0.6,,0.0,6.74,-0.74,188.18,214.58,0.25,0.23,-0.19,-0.05
1341,富林-KY,塑膠工業,,,,-0.34,58.0,-0.85,-0.85,7.05,0.0,0.0,-0.34,,0.0,58.5,-0.34,4.0,6.0,-0.52,-0.28,-0.38,-0.61
1342,八貫,其他,,,,2.42,97.0,0.73,-0.41,214.08,0.11,1.16,0.0,,0.0,96.3,-0.1,218.16,130.22,1.02,2.04,5.35,9.93
1402,遠東新,紡織纖維,,,,2.32,28.65,0.88,-0.17,11743.45,0.89,0.71,-0.35,,-0.18,28.35,-0.7,11209.95,7724.13,0.27,0.32,0.56,0.77
1409,新纖,紡織纖維,,,,5.33,15.75,1.61,-0.32,6962.09,2.33,0.65,0.32,,0.0,15.5,-0.64,6433.53,4673.11,0.34,0.57,0.58,0.83
1410,南染,紡織纖維,,,,0.44,33.8,-0.29,-0.73,1014.12,0.15,0.0,-0.15,,-0.15,33.85,-1.02,19.19,14.7,-0.1,-0.19,-0.25,-0.51
1413,宏洲,紡織纖維,,,,1.01,9.95,0.0,-0.4,80.91,0.1,0.2,0.3,,-2.01,9.75,-0.1,12.26,32.37,0.03,0.02,-0.02,-0.14
1414,東和,紡織纖維,,,,2.05,19.75,-0.5,-0.75,352.98,-4.36,6.17,0.25,,-0.25,19.8,-0.5,452.08,337.98,0.24,0.46,1.59,2.1
1416,廣豐,其他,,,,0.0,11.75,0.0,-0.42,376.87,0.42,0.42,-1.26,,0.0,11.75,-0.84,165.93,279.02,-0.06,-0.06,-0.12,0.1
1417,嘉裕,紡織纖維,,,,0.34,8.8,0.11,-0.45,239.14,0.57,0.23,-1.01,,0.11,8.8,-1.12,48.81,129.22,-0.03,-0.02,-0.09,0.09
1418,東華,紡織纖維,,,,-0.75,19.85,-0.25,0.0,10.43,-0.25,0.25,-0.5,,-2.26,19.45,-0.5,8.2,27.93,-0.09,-0.08,0.03,-0.17
1419,新紡,紡織纖維,,,,3.42,75.5,4.28,0.0,500.13,0.14,0.27,-1.23,,0.28,72.6,-0.82,104.66,78.21,2.04,2.69,4.72,8.39
1423,利華,紡織纖維,,,,-0.39,38.05,-0.26,-0.13,7.46,0.39,-0.78,0.13,,-0.13,38.1,0.0,35.94,13.73,-0.14,-0.18,-0.16,-0.38
1432,大魯閣,貿易百貨,,,,2.23,18.15,-0.55,-0.82,506.86,0.56,2.22,-0.82,,0.27,18.3,-0.82,678.94,208.02,0.01,0.11,0.05,0.3
1434,福懋,紡織纖維,,,,5.61,16.75,2.76,-1.18,6368.16,0.93,0.93,-0.31,,0.31,16.35,-1.21,2884.21,2659.64,0.42,0.49,0.68,0.94
1435,中福,其他,,,,4.0,22.1,1.84,0.0,9.55,3.06,-0.46,-0.46,,0.0,21.7,0.0,12.42,2.03,0.35,0.53,0.36,-1.85
1436,華友聯,建材營造,,,,3.28,61.5,-0.49,-2.38,354.22,2.3,0.48,-1.44,,0.0,61.8,-1.59,349.94,236.19,-0.38,-0.47,-1.71,-1.61
1437,勤益控,其他,,,,0.61,32.7,-0.76,-0.91,156.55,0.15,0.0,0.3,,-0.3,32.85,-0.15,42.48,80.09,-0.13,-0.22,-1.05,-0.03
1438,三地開發,建材營造,,,,1.06,33.35,1.52,0.0,158.16,0.0,0.76,-1.2,,0.0,32.85,-1.05,48.1,68.72,0.26,0.23,-0.12,-0.9
1439,中和,紡織纖維,,,,0.0,30.25,0.17,0.0,46.07,0.83,0.0,-0.98,,-0.17,30.15,-1.63,33.04,247.47,-0.09,0.22,0.32,1.96
1440,南紡,紡織纖維,,,,3.38,13.7,0.74,-0.36,1561.42,0.75,1.49,0.0,,-1.1,13.45,-0.73,1743.98,1111.5,0.18,0.28,0.31,0.18
1441,大東,紡織纖維,,,,2.96,10.4,0.97,-0.48,58.13,1.48,0.49,-0.48,,0.0,10.3,-0.96,33.64,143.5,0.1,0.08,0.02,-0.25
1442,名軒,建材營造,,,,0.16,30.05,0.67,-2.12,1062.21,-1.79,0.33,-1.16,,-0.34,29.75,-1.81,694.55,687.59,-0.12,-0.09,0.03,-1.96
1443,立益,其他,,,,0.74,26.85,-0.74,-0.92,19.43,1.12,-1.29,0.74,,-0.18,27.0,0.0,16.96,10.98,-0.12,-0.11,-0.19,-0.5
1444,力麗,紡織纖維,,,,3.12,6.24,1.46,-0.64,1136.14,0.49,0.98,-0.49,,0.0,6.15,-2.07,739.9,872.12,0.08,0.09,0.14,0.05
1445,大宇,紡織纖維,,,,1.62,12.35,0.41,-1.59,185.0,-0.4,0.0,0.0,,2.03,12.55,-1.2,141.12,63.18,0.03,-0.04,-0.46,-1.31
1446,宏和,紡織纖維,,,,1.94,18.3,1.1,-0.27,237.74,0.28,1.11,-0.82,,0.0,18.1,-1.36,235.87,210.45,0.16,0.17,0.12,0.09
1447,力鵬,紡織纖維,,,,2.51,5.3,1.15,-0.19,904.09,1.16,0.76,-0.76,,0.0,5.24,-1.87,572.78,901.06,0.05,0.07,-0.02,-0.14
1449,佳和,紡織纖維,,,,0.8,12.4,2.06,-1.59,1604.56,-1.6,-0.41,-0.82,,1.65,12.35,-3.19,1122.3,1511.76,0.08,0.41,0.87,1.47
1451,年興,紡織纖維,,,,4.93,17.95,1.99,-0.83,266.24,1.74,0.85,-0.56,,-0.28,17.55,-0.56,175.07,111.99,0.34,0.49,0.55,0.7
1452,宏益,紡織纖維,,,,0.85,11.7,-0.85,-0.85,129.93,0.43,0.85,-0.42,,0.0,11.8,-1.26,160.48,89.41,-0.06,-0.06,-0.1,-0.07
1453,大將,建材營造,,,,0.41,12.2,-0.41,-0.41,69.75,0.0,0.41,0.0,,-0.41,12.2,-0.81,90.42,71.65,-0.02,-0.01,-0.25,-0.24
1454,台富,紡織纖維,,,,0.78,13.0,0.78,0.0,44.85,0.0,-0.39,0.39,,0.0,12.9,-0.77,16.65,41.33,0.09,0.16,-0.01,-0.21
1455,集盛,紡織纖維,,,,7.24,8.12,2.53,-2.05,1186.8,0.65,1.67,0.13,,-1.39,7.81,-0.38,372.58,433.83,0.23,0.3,0.37,0.3
1456,怡華,建材營造,,,,-2.59,12.95,-3.36,-1.52,79.74,-1.85,1.13,0.0,,-2.24,13.1,-0.37,54.35,37.16,-0.35,-0.29,-0.18,0.13
1457,宜進,紡織纖維,,,,0.32,15.5,-0.64,-0.64,165.05,0.32,0.32,-0.32,,-0.96,15.45,-0.32,64.26,67.88,-0.08,-0.06,-0.17,-0.49
1459,聯發,紡織纖維,,,,1.28,11.75,-0.42,-1.26,176.66,0.0,0.43,0.0,,0.85,11.9,-0.84,54.0,99.67,-0.02,-0.04,-0.09,-0.09
1460,宏遠,紡織纖維,,,,0.62,6.45,-0.62,-0.62,338.9,0.0,0.78,-0.15,,0.0,6.49,-0.15,481.78,507.62,-0.02,0.01,0.07,0.45
1463,強盛,紡織纖維,,,,2.6,17.45,-0.57,-1.69,68.36,0.87,1.15,-0.57,,-0.85,17.4,-0.57,21.48,41.61,-0.03,-0.07,-0.92,-0.95
1464,得力,紡織纖維,,,,5.29,11.9,0.42,-0.42,623.29,1.76,2.16,0.42,,0.0,11.85,-1.25,967.78,1541.8,0.21,0.44,0.62,0.76
1465,偉全,紡織纖維,,,,0.4,12.5,0.0,-0.4,51.69,0.0,0.0,0.0,,0.0,12.5,-0.4,93.12,88.49,0.0,-0.02,-0.04,-0.28
1466,聚隆,紡織纖維,,,,1.75,14.45,1.05,-0.69,168.3,0.7,-0.69,0.0,,0.35,14.35,-0.69,86.04,56.06,0.1,0.24,0.28,-0.22
1467,南緯,紡織纖維,,,,-0.5,7.89,-1.38,-0.88,258.24,0.12,-0.25,0.13,,-1.25,7.9,0.0,266.86,139.06,-0.09,-0.08,0.38,0.68
1468,昶和,紡織纖維,,,,1.67,12.15,1.25,0.0,41.0,0.0,0.0,0.42,,0.0,12.0,0.0,39.01,32.01,0.15,0.24,0.27,0.45
1470,大統新創,紡織纖維,,,,,,,,,,,,,,,,14.72,,,,,
1471,首利,電子零組件業,,,,8.6,10.15,3.57,-1.93,1023.7,3.57,-1.22,0.51,,-1.02,9.7,-0.41,366.29,367.56,0.33,0.34,0.87,1.14
1472,三洋實業,紡織纖維,,,,1.93,89.2,-0.78,-0.89,9.01,1.02,-0.11,0.9,,0.11,90.0,-3.02,17.67,35.15,0.06,0.23,0.48,-1.01
1473,台南,紡織纖維,,,,2.76,24.2,0.41,0.0,111.19,1.7,1.46,-0.82,,-0.62,23.95,-1.63,125.94,153.82,0.18,0.16,-0.17,-1.03
1474,弘裕,紡織纖維,,,,3.96,10.4,0.48,-0.95,227.52,1.49,0.49,0.49,,0.48,10.4,-0.48,106.82,80.68,0.12,0.07,-0.19,-0.72
1475,業旺,紡織纖維,,,,3.27,32.8,-2.09,-1.2,25.32,1.4,1.99,0.75,,-0.9,33.2,-1.03,33.51,50.37,-0.06,0.66,1.61,-1.62
1476,儒鴻,紡織纖維,,,,5.8,419.5,-0.12,0.0,978.93,2.65,1.84,1.33,,-1.43,414.0,-1.18,1613.16,1407.78,8.0,12.94,24.11,6.82
1477,聚陽,紡織纖維,,,,9.09,320.5,-1.69,-4.61,1406.41,6.17,3.52,-3.69,,-0.31,325.0,-3.98,3923.56,1501.35,-3.5,2.94,15.18,21.64
1503,士電,電機機械,,,,16.94,207.0,5.08,-1.66,14620.93,10.0,-0.51,0.0,,1.27,199.5,-3.67,18639.52,16524.79,11.2,21.22,28.71,32.22
1504,東元,電機機械,,,,10.94,87.9,-1.12,-3.72,64247.38,9.96,-5.19,3.61,,1.24,90.0,-0.56,71464.19,60753.25,0.82,2.71,2.58,-6.19
1506,正道,電機機械,,,,17.8,13.6,5.43,-2.16,2205.91,-0.42,0.0,9.79,,7.75,13.9,0.0,70.4,1300.15,1.24,1.49,1.74,1.67
1512,瑞利,汽車工業,,,,19.15,8.54,7.96,-1.27,909.42,0.96,-1.09,9.1,,-0.13,7.9,-0.75,80.3,454.31,0.88,1.02,1.01,0.89
1513,中興電,電機機械,,,,12.93,160.5,0.31,-3.31,25154.49,6.8,-3.82,5.96,,0.31,160.5,0.0,11638.68,22229.16,5.4,9.5,10.0,10.94
1514,亞力,電機機械,,,,25.25,120.0,5.26,-3.23,37324.43,9.6,-4.15,9.62,,0.44,114.5,0.0,21596.03,28287.58,10.9,16.06,17.91,19.26
1515,力山,電機機械,,,,10.95,29.0,3.2,-3.01,1169.3,2.6,-1.08,2.74,,3.02,28.95,-1.06,276.6,654.46,1.19,1.57,1.47,1.19
1516,川飛,其他,,,,2.52,21.65,-1.37,-3.35,71.13,0.69,0.91,-1.13,,2.05,22.4,-1.13,35.51,36.81,-0.28,-0.09,-0.68,1.85
1517,利奇,電機機械,,,,21.72,13.45,9.8,0.0,3692.64,4.98,-1.29,6.99,,2.04,12.5,-2.0,195.44,1593.81,1.49,1.94,2.18,1.93
1519,華城,電機機械,,,,22.54,963.0,-0.21,-3.22,8846.23,9.98,1.57,6.39,,-0.21,963.0,-2.72,15089.56,15052.41,55.0,114.89,155.95,215.76
1521,大億,汽車工業,,,,23.79,29.4,9.91,0.0,620.64,1.05,1.46,9.86,,9.91,29.4,0.0,26.74,200.29,3.75,4.66,5.08,4.94
1522,堤維西,汽車工業,,,,16.45,52.0,1.76,-3.35,6689.59,3.25,1.89,5.14,,2.74,52.5,-1.73,2549.44,8877.48,2.88,4.5,5.09,4.48
1524,耿鼎,汽車工業,,,,22.71,35.15,6.68,-2.9,17350.88,1.86,2.83,6.63,,1.21,33.35,-1.49,4184.15,12924.03,3.44,4.18,5.64,5.31
1525,江申,汽車工業,,,,-0.16,62.3,-0.64,-0.8,33.22,0.79,-0.95,-0.16,,0.16,62.8,-1.1,13.25,17.05,-0.52,-0.9,-1.23,-1.49
1526,日馳,電機機械,,,,23.42,20.55,9.89,0.0,1389.75,1.5,0.59,10.0,,9.89,20.55,0.0,225.54,689.2,2.59,3.13,3.47,3.24
1527,鑽全,電機機械,,,,18.78,37.15,4.5,-4.5,4118.28,2.29,-1.19,7.4,,5.77,37.6,-2.34,368.17,3712.07,2.74,3.45,3.98,3.94
1528,恩德,電機機械,,,,40.63,31.15,9.88,0.0,18977.12,9.48,6.39,9.88,,6.88,30.3,0.0,12943.21,12470.56,4.81,6.82,9.05,13.98
1529,樂士,電機機械,,,,14.84,22.85,2.47,-3.18,3185.15,6.08,-2.75,5.19,,0.67,22.45,-2.83,1453.51,5152.18,1.11,2.1,3.05,3.14
1530,亞崴,電機機械,,,,15.19,30.1,0.0,-3.22,223.87,4.81,2.47,3.79,,1.99,30.7,-1.31,116.58,179.37,1.2,1.94,2.39,2.96
1531,高林股,電機機械,,,,10.04,12.8,1.99,-2.66,563.72,1.67,-0.41,3.72,,0.0,12.55,-1.57,37.42,591.27,0.49,0.64,0.73,0.97
1532,勤美,電機機械,,,,1.39,25.35,0.8,-0.78,1242.11,1.39,-1.57,0.0,,0.6,25.3,-0.79,1077.35,716.64,0.07,-0.1,-0.69,-1.21
1533,車王電,汽車工業,,,,7.47,33.4,3.25,-1.18,412.91,1.91,0.62,0.31,,1.08,32.7,-0.77,105.15,221.13,1.1,1.0,0.84,1.14
1535,中宇,電機機械,,,,0.75,53.6,0.19,0.0,62.28,0.75,0.19,-0.37,,-0.37,53.3,-0.93,21.52,43.28,0.08,0.28,0.52,-0.39
1536,和大,汽車工業,,,,20.52,63.7,-1.55,-2.3,8365.93,7.39,2.24,8.92,,0.0,64.7,-0.77,5051.68,14911.29,3.7,6.04,6.3,5.45
1537,廣隆,電機機械,,,,2.44,125.0,0.81,-0.79,132.54,0.81,0.0,0.0,,0.0,124.0,-0.8,41.95,58.48,1.0,1.44,0.68,1.31
1538,正峰,電機機械,,,,0.57,26.35,-0.19,-0.75,32.7,0.0,0.19,-0.19,,-1.52,26.0,0.0,13.28,26.28,-0.05,0.05,0.19,0.43
1539,巨庭,電機機械,,,,26.39,21.55,9.95,0.0,2875.55,2.93,1.71,9.8,,1.28,19.85,0.0,172.75,1264.45,2.83,3.58,3.98,4.27
1540,喬福,電機機械,,,,23.81,27.3,-2.5,-4.55,4269.92,9.96,3.15,6.87,,0.0,28.0,-2.78,3852.53,7458.43,1.3,2.71,3.54,4.4
1541,錩泰,電機機械,,,,25.22,28.05,10.0,0.0,607.1,2.68,0.87,9.91,,5.88,27.0,0.0,49.96,365.67,3.62,4.27,4.49,4.02
1558,伸興,電機機械,,,,1.97,102.0,-1.92,-1.45,27.08,0.0,0.49,1.96,,-0.48,103.5,0.0,22.08,86.63,-0.2,-0.78,-0.58,3.23
1560,中砂,電機機械,,,,2.25,422.5,-0.24,-1.97,3405.41,0.47,1.53,-1.51,,0.59,426.0,-10.37,3015.85,10679.48,-1.7,2.33,20.84,74.3
1568,倉佑,汽車工業,,,,16.99,26.8,4.08,-1.47,2466.83,0.65,0.21,9.81,,3.69,26.7,0.0,220.99,1808.93,2.27,2.99,3.77,4.56
1582,信錦,電子零組件業,,,,11.41,69.4,6.77,-1.28,3041.23,3.96,-0.3,-0.61,,0.0,65.0,-1.37,552.76,507.84,3.7,4.49,3.87,2.67
1583,程泰,電機機械,,,,15.65,50.8,4.31,-2.5,177.66,2.33,0.98,4.62,,2.67,50.0,-2.5,54.17,147.79,3.36,4.72,5.21,5.18
1587,吉茂,汽車工業,,,,9.4,53.2,-1.66,-2.74,4784.51,0.2,-1.8,9.96,,-2.03,53.0,0.0,987.56,3062.82,1.88,1.8,1.16,7.41
1589,永冠-KY,電機機械,,,,15.5,18.45,3.94,-2.89,4381.45,9.42,-1.39,0.0,,3.1,18.3,-1.39,5690.45,1327.67,0.77,1.21,1.37,0.64
1590,亞德客-KY,電機機械,,,,3.33,1015.0,-0.49,-0.98,283.1,0.81,1.5,0.49,,-1.47,1005.0,0.0,542.28,308.75,6.6,17.89,47.21,78.34
1597,直得,電機機械,,,,15.99,83.0,1.84,-3.04,1865.51,6.64,-0.13,3.69,,0.74,82.1,-4.0,572.1,2433.37,3.88,6.44,8.59,9.12
1598,岱宇,生技醫療業,,,,-2.99,20.95,-0.24,-0.71,187.49,3.22,-2.45,-4.11,,-0.24,20.95,-5.41,256.26,495.78,-0.66,0.11,0.17,-0.9
1603,華電,電器電纜,,,,2.96,39.9,0.76,-0.25,1072.81,1.29,0.38,0.25,,0.38,39.75,-0.75,448.14,910.64,0.46,1.06,1.89,1.93
1604,聲寶,電器電纜,,,,0.84,24.0,-0.21,-0.41,273.27,-0.21,1.05,-0.21,,-0.21,24.0,-0.62,260.21,156.66,0.02,0.04,-0.21,-0.51
1605,華新,電器電纜,,,,5.06,42.05,-2.1,-3.56,167525.82,-1.45,8.31,-3.05,,0.12,43.0,-6.73,364482.49,299240.08,-0.29,1.29,5.99,10.02
1608,華榮,電器電纜,,,,2.23,38.55,-0.13,-1.03,8035.53,1.84,0.77,-1.28,,0.0,38.6,-3.14,10589.33,7743.55,-0.08,0.07,0.41,2.24
1609,大亞,電器電纜,,,,4.55,41.0,1.11,-0.85,8159.05,1.26,0.12,1.12,,0.25,40.65,-0.98,4546.73,9012.28,0.75,1.35,2.08,1.64
1611,中電,電器電纜,,,,6.39,14.1,2.92,-0.35,1797.31,5.26,-1.79,-0.36,,0.0,13.7,-1.44,1226.06,1173.53,0.33,0.63,0.94,1.41
1612,宏泰,電器電纜,,,,8.71,37.4,5.35,-0.13,4288.08,1.6,0.57,0.85,,1.27,35.95,-0.98,817.46,1616.76,1.89,2.41,2.68,1.66
1614,三洋電,電器電纜,,,,0.59,33.9,-0.29,-0.88,185.82,0.15,0.0,-0.15,,-0.59,33.8,-0.29,26.31,47.85,-0.1,-0.12,-0.21,-0.44
1615,大山,電器電纜,,,,2.28,49.05,0.62,-0.41,161.25,1.77,-0.1,-0.41,,0.0,48.75,-0.61,83.91,134.2,0.27,0.26,-0.01,0.93
1616,億泰,電器電纜,,,,4.46,29.2,1.57,-0.17,1094.73,2.14,-0.35,0.88,,0.35,28.85,-1.88,607.86,1586.29,0.59,1.04,0.82,-0.83
1617,榮星,電器電纜,,,,21.03,17.15,2.08,-2.28,1190.11,1.38,9.86,4.02,,-0.6,16.7,-2.33,2435.11,2526.37,1.29,1.9,2.28,2.34
1618,合機,電器電纜,,,,8.92,44.6,2.06,-1.33,2839.09,2.77,0.35,2.1,,0.11,43.75,-1.69,725.83,2524.53,1.55,2.17,2.21,2.02
