id,name,price,drop,3day,5day
4747,強生,70.0,-33.014354066985646,-5.080000000000009,-7.600000000000007
4744,皇將,23.4,-33.045977011494244,-1.6799999999999975,-1.8899999999999968
4171,瑞基,31.65,-33.08510638297872,-2.769999999999996,-0.4200000000000208
3268,海德威,26.2,-33.20413436692506,-2.889999999999993,-2.0999999999999943
8038,長園科,29.05,-33.56643356643356,-2.3400000000000007,-0.8099999999999838
4927,泰鼎-KY,40.5,-33.720930232558146,-2.980000000000002,-1.9699999999999835
4174,浩鼎,58.6,-33.75,-2.02,-3.67000000000001
6492,生華科,41.35,-33.868378812199026,-4.440000000000016,-1.3599999999999954
6441,廣錠,39.1,-34.0443686006826,-0.3800000000000081,-1.7599999999999985
5215,科嘉-KY,50.6,-34.244791666666664,-0.3299999999999914,-0.9099999999999864
4139,馬光-KY,29.9,-34.44444444444444,-0.3300000000000084,-0.6600000000000001
1324,地球,14.1,-34.73193473193473,-2.400000000000011,-4.0999999999999925
3447,展達,30.25,-34.810810810810814,-1.3099999999999938,-1.1399999999999983
3548,兆利,198.0,-34.94176372712147,-4.630000000000004,-2.4099999999999917
4190,佐登-KY,46.45,-35.12747875354108,-5.8699999999999966,-7.669999999999999
6756,威鋒電子,194.5,-35.13513513513514,-0.9900000000000037,-0.4599999999999968
4763,材料-KY,827.0,-35.33596837944664,-0.7900000000000071,-1.390000000000005
4128,中天,40.1,-35.65640194489465,-2.6900000000000057,-5.190000000000003
6689,伊雲谷,90.2,-36.6077738515901,-2.810000000000006,-3.2299999999999973
6113,亞矽,30.95,-36.84210526315789,-5.880000000000003,-6.329999999999993
2482,連宇,34.25,-37.430683918669125,-1.0700000000000087,-3.300000000000008
6796,晉弘,79.5,-37.78656126482213,-1.2500000000000018,-2.829999999999995
1316,上曜,18.1,-37.84722222222223,-1.8899999999999912,-2.959999999999994
6547,高端疫苗,51.0,-38.036809815950924,-5.100000000000001,-5.659999999999995
3276,宇環,18.05,-38.888888888888886,-1.0100000000000129,-2.359999999999994
6130,星寶國際,23.35,-39.21568627450981,-2.0800000000000103,-4.929999999999992
4743,合一,152.0,-40.63116370808679,-1.290000000000012,-5.379999999999994
9928,中視,21.2,-42.1487603305785,-7.129999999999981,-6.690000000000009
3294,英濟,37.35,-42.82334384858044,-1.3399999999999972,-0.5399999999999938
3162,精確,31.85,-43.014705882352935,-4.880000000000001,-3.5299999999999985
6684,安格,78.3,-43.02583025830258,-0.3300000000000036,-1.7000000000000028
1325,恆大,28.0,-43.46504559270517,-2.2900000000000023,-0.490000000000013
4934,太極,22.65,-43.774069319640574,-0.1499999999999954,-0.1399999999999903
4529,淳紳,11.2,-45.64102564102564,-6.590000000000001,-10.969999999999988
5321,美而快,69.2,-48.18181818181817,-1.7099999999999975,-1.6900000000000075
5284,jpp-KY,123.0,-49.06054279749478,-0.3900000000000078,-0.380000000000001
5210,寶碩,37.1,-50.27027027027028,-3.530000000000001,-1.069999999999996
9950,萬國通,15.35,-51.3776337115073,-2.220000000000006,-2.5299999999999985
6593,台灣銘板,104.0,-52.32558139534884,-5.540000000000011,-5.950000000000007
3043,科風,31.6,-55.07868383404865,-1.040000000000016,-3.290000000000016
8437,大地-KY,30.0,-63.07028360049321,-1.8000000000000034,-1.7900000000000005
